code,transcription
b207,HIV-infektion med multipla infektioner
b208,HIV-infektion med andra infektions- och parasitsjukdomar
b209,HIV-infektion med icke specificerad infektions- eller parasitsjukdom
b21,Sjukdom orsakad av humant immunbristvirus [HIV] tillsammans med maligna tumörer
b210,HIV-infektion med Kaposis sarkom
b211,HIV-infektion med Burkitts lymfom
b212,HIV-infektion med andra typer av non-Hodgkin-lymfom
b213,"HIV-infektion med andra maligna tumörer i lymfoid, blodbildande och besläktad vävnad"
b217,HIV-infektion med multipla maligna tumörer
b218,HIV-infektion med andra specificerade maligna tumörer
b219,HIV-infektion med icke specificerad malign tumör
b22,Sjukdom orsakad av humant immunbristvirus [HIV] tillsammans med andra specificerade sjukdomar
b220,HIV-infektion med encefalopati
b221,HIV-infektion med lymfoid interstitiell pneumonit
b222,HIV-infektion med extrem avmagring
b227,HIV-infektion med multipla sjukdomar som klassificeras annorstädes
b23,Sjukdom orsakad av humant immunbristvirus [HIV] tillsammans med andra tillstånd
b230,Akut HIV-infektionssyndrom
b231,HIV-infektion med generaliserad lymfadenopati
b232,HIV-infektion med hematologiska och immunologiska avvikelser som ej klassificeras annorstädes
b238,HIV-infektion med andra specificerade sjukdomstillstånd
b24,Icke specificerad sjukdom orsakad av humant immunbristvirus [HIV]
b249,Icke specificerad sjukdom orsakad av humant immunbristvirus
b25,Cytomegalvirussjukdom
b250,Cytomegalviruspneumonit
b251,Cytomegalvirushepatit
b252,Cytomegalviruspankreatit
b258,Andra specificerade cytomegalvirusinfektioner
b259,"Cytomegalvirussjukdom, ospecificerad"
b26,Påssjuka
b260,Påssjukeorkit
b261,Påssjukemeningit
b262,Påssjukeencefalit
b263,Påssjukepankreatit
b268,Påssjuka med andra specificerade komplikationer
b269,Påssjuka utan komplikation
b27,Körtelfeber
b270,Mononukleos orsakad av Epstein-Barr-virus
b271,Mononukleos orsakad av cytomegalvirus
b278,Annan infektiös mononukleos
b279,"Infektiös mononukleos, ospecificerad"
b30,Viruskonjunktivit
b300,Keratokonjunktivit orsakad av adenovirus
b301,Konjunktivit orsakad av adenovirus
b302,Faryngokonjunktivit orsakad av virus
b303,Akut epidemisk hemorragisk konjunktivit
b308,Annan viruskonjunktivit
b309,"Viruskonjunktivit, ospecificerad"
b33,Andra virussjukdomar som ej klassificeras annorstädes
b330,Epidemisk myalgi
b331,Ross River disease
b332,Viruskardit
b333,Retrovirusinfektion som ej klassificeras annorstädes
b334,Hantavirus med (kardio)pulmonellt syndrom [HPS] [HCPS] (J17.1*)
b338,Andra specificerade virussjukdomar
b34,Virussjukdom med icke specificerad lokalisation
b340,"Adenovirusinfektion, ospecificerad lokalisation"
b341,"Enterovirusinfektion, ospecificerad lokalisation"
b341a,"Enterovirus-infektion, Coxsackie, UNS"
b341b,"Enterovirus-infektion, Echo, UNS"
b341w,"Annan specificerad enterovirusinfektion, ospecificerad lokalisation"
b342,"Coronavirusinfektion, ospecificerad lokalisation"
b343,"Parvovirusinfektion, ospecificerad lokalisation"
b344,"Papovavirusinfektion, ospecificerad lokalisation"
b348,"Infektion med andra virus, ospecificerad lokalisation"
b349,"Virusinfektion, ospecificerad"
b35,Dermatofytos (hudsvampsjukdom)
b350,Dermatofytos i hårbotten och skäggbotten
b350a,Kerion Celsi
b350b,Ringorm i hårbotten
b350c,Skäggsvamp
b350d,Sycosis mycotica
b350e,Tinea faciei
b350x,"Dermatofytos i hårbotten och skäggbotten, ospecificerad"
b351,Nagelsvamp
b351a,Tinea unguium
b351b,Leukonychia trichophytica
b351x,"Nagelsvamp, ospecificerad"
b352,Dermatofytos på hand
b353,Dermatofytos på fot
b354,Dermatofytos på bålen
b355,Tinea imbricata
b356,Dermatofytos på benet
b358,Andra dermatofytoser
b358a,Disseminerad dermatofytos
b358b,Granulomatös dermatofytos
b358w,Andra specificerade dermatofytoser
b359,"Dermatofytos, ospecificerad"
b36,Andra ytliga mykoser
b360,Pityriasis versicolor
b361,Tinea nigra
b362,Vit piedra
b363,Svart piedra
b368,Andra specificerade ytliga mykoser
b369,"Ytlig mykos, ospecificerad"
b37,Candidainfektion
b370,Candidainfektion i munnen
b371,Candidainfektion i lunga
b372,Candidainfektion i hud och naglar
b372a,Candidaonyki
b372b,Candidaparonyki
b372c,Candidaintertrigo
b372d,Interdigital candidainfektion
b372x,"Candidainfektion i hud och naglar, ospecificerad"
b373,Candidainfektion i vulva och vagina
b374,Candidainfektion i andra urogenitalorgan
b375,Candidameningit
b376,Candidaendokardit
b377,Candidaseptikemi
b378,Candidainfektion med andra lokalisationer
b378a,Candidakeilit
b378b,Candidaenterit
b378c,Disseminerad candidainfektion
b378w,Candidainfektion med andra lokalisationer
b379,"Candidainfektion, ospecificerad"
b38,Koccidioidomykos
b380,Akut pulmonell koccidioidomykos
b381,Kronisk pulmonell koccidioidomykos
b382,"Pulmonell koccidioidomykos, ospecificerad"
b383,Kutan koccidioidomykos
b384,Koccidioidomykosmeningit
b387,Disseminerad koccidioidomykos
b388,Andra specificerade former av koccidioidomykos
b389,"Koccidioidomykos, ospecificerad"
b39,Histoplasmos
b390,Akut pulmonell histoplasmos orsakad av Histoplasma capsulatum
b391,Kronisk pulmonell histoplasmos orsakad av Histoplasma capsulatum
b392,Icke specificerad pulmonell histoplasmos orsakad av Histoplasma capsulatum
b393,Disseminerad histoplasmos orsakad av Histoplasma capsulatum
b394,"Histoplasmos orsakad av Histoplasma capsulatum, ospecificerad"
b395,Histoplasmos orsakad av Histoplasma duboisii
b399,"Histoplasmos, ospecificerad"
b40,Blastomykos
b400,Akut pulmonell blastomykos
b401,Kronisk pulmonell blastomykos
b402,"Pulmonell blastomykos, ospecificerad"
b403,Kutan blastomykos
b407,Disseminerad blastomykos
b408,Andra specificerade former av blastomykos
b409,"Blastomykos, ospecificerad"
b41,Parakoccidioidomykos
b410,Pulmonell parakoccidioidomykos
b417,Disseminerad parakoccidioidomykos
b418,Andra specificerade former av parakoccidioidomykos
b419,"Parakoccidioidomykos, ospecificerad"
b42,Sporotrikos
b420,Pulmonell sporotrikos
b421,Lymfokutan sporotrikos
b427,Disseminerad sporotrikos
b428,Andra specificerade former av sporotrikos
b429,"Sporotrikos, ospecificerad"
b43,Kromomykos och feomykotisk abscess
b430,Kutan kromomykos
b431,Feomykotisk hjärnabscess
b432,Subkutan feomykotisk abscess och cysta
b438,Andra specificerade former av kromomykos
b439,"Kromomykos, ospecificerad"
b44,Aspergillos
b440,Invasiv lungaspergillos
b441,Annan lungaspergillos
b442,Tonsillaspergillos
b447,Disseminerad aspergillos
b448,Andra specificerade former av aspergillos
b449,"Aspergillos, ospecificerad"
b45,Kryptokockos
b450,Kryptokockos i lunga
b451,Cerebral kryptokockos
b452,Kutan kryptokockos
b453,Kryptokockos i benvävnad
b457,Disseminerad kryptokockos
b458,Andra specificerade former av kryptokockos
b459,"Kryptokockos, ospecificerad"
b46,Zygomykos
b460,Pulmonell mucormykos
b461,Rinocerebral mucormykos
b462,Gastrointestinal mucormykos
b463,Kutan mucormykos
b464,Disseminerad mucormykos
b465,"Mucormykos, ospecificerad"
b468,Andra specificerade zygomykoser
b469,"Zygomykos, ospecificerad"
b47,Mycetom
b470,Eumycetom
b471,Aktinomycetom
b479,"Mycetom, ospecificerat"
b48,Andra mykoser som ej klassificeras annorstädes
b480,Lobomykos
b481,Rinosporidios
b482,Allescheriasis
b483,Geotrikos
b484,Penicillos
b487,Opportunistisk mykos
b488,Andra specificerade mykoser
b49,Icke specificerad mykos
b499,Icke specificerad mykos
b50,Malaria orsakad av Plasmodium falciparum
b500,Malaria orsakad av Plasmodium falciparum med cerebrala komplikationer
b508,Annan svår eller komplicerad malaria orsakad av Plasmodium falciparum
b509,Malaria orsakad av Plasmodium falciparum utan komplikationer
b51,Malaria orsakad av Plasmodium vivax
b510,Malaria orsakad av Plasmodium vivax med mjältruptur
b518,Malaria orsakad av Plasmodium vivax med andra komplikationer
b519,Malaria orsakad av Plasmodium vivax utan komplikationer
b52,Malaria orsakad av Plasmodium malariae
b520,Malaria orsakad av Plasmodium malariae med nefropati
b528,Malaria orsakad av Plasmodium malariae med andra komplikationer
b529,Malaria orsakad av Plasmodium malariae utan komplikationer
b53,Annan parasitologiskt verifierad malaria
b530,Malaria orsakad av Plasmodium ovale
b531,Malaria orsakad av ap-plasmodier
b538,Annan parasitologiskt verifierad malaria som ej klassificeras annorstädes
b54,"Malaria, ospecificerad"
b549,"Malaria, ospecificerad"
b55,Leishmanios
b550,Visceral leishmanios
b551,Kutan leishmanios
b552,Mukokutan leishmanios
b559,"Leishmanios, ospecificerad"
b56,Afrikansk trypanosomiasis (sömnsjuka)
b560,Gambiense-trypanosomiasis
b561,Rhodesiense-trypanosomiasis
b569,"Afrikansk trypanosomiasis, ospecificerad"
b57,Chagas sjukdom
b570,Akut Chagas sjukdom med hjärtengagemang
b571,Akut Chagas sjukdom utan hjärtengagemang
b572,Chagas sjukdom med hjärtengagemang
b573,Chagas sjukdom med engagemang av mag-tarmkanalen
b574,Chagas sjukdom med engagemang av nervsystemet
b575,Chagas sjukdom med engagemang av andra organ
b58,Toxoplasmos
b580,Okulopati vid toxoplasmos
b581,Toxoplasmahepatit
b582,Meningoencefalit vid toxoplasmos
b583,Lungtoxoplasmos
b588,Toxoplasmos med engagemang av andra organ
b589,"Toxoplasmos, ospecificerad"
b59,Pneumocystos
b599,Pneumocystis carinii-infektion
b60,Andra protozosjukdomar som ej klassificeras annorstädes
b600,Babesios
b601,Acanthamoebiasis
b602,Naegleriasis
b608,Andra specificerade protozosjukdomar
b64,Icke specificerad protozosjukdom
b649,Icke specificerad protozosjukdom
b65,Schistosomiasis
b650,Infektion med Schistosoma haematobium
b651,Infektion med Schistosoma mansoni
b652,Infektion med Schistosoma japonicum
b653,Cercariadermatit
b658,Andra specificerade former av schistosomiasis
b659,"Schistosomiasis, ospecificerad"
b66,Andra trematodinfektioner (infektioner med flundror och andra sugmaskar)
b660,Opisthorchiasis
b661,Clonorchiasis
b662,Dicrocoeliasis
b663,Fascioliasis
b664,Paragonimiasis
b665,Fasciolopsiasis
b668,Andra specificerade trematodinfektioner
b669,"Trematodinfektion, ospecificerad"
b67,Blåsmasksjuka
b670,Echinococcus granulosus-infektion i levern
b671,Echinococcus granulosus-infektion i lunga
b672,Echinococcus granulosus-infektion i benvävnad
b673,Echinococcus granulosus-infektion med annan eller multipel lokalisation
b674,Icke specificerad Echinococcus granulosus-infektion
b675,Echinococcus multilocularis-infektion i levern
b676,Echinococcus multilocularis-infektion med annan eller multipel lokalisation
b677,Icke specificerad Echinococcus multilocularis-infektion
b678,Icke specificerad echinokockos i levern
b679,Annan och icke specificerad echinokockos
b68,Taeniainfektion
b680,"Infektion med Taenia solium, intestinal form"
b681,Infektion med Taenia saginata
b689,"Taeniainfektion, ospecificerad"
b69,Cysticerkos
b690,Cysticerkos i centrala nervsystemet
b691,Cysticerkos i ögat
b698,Cysticerkos med andra lokalisationer
b699,"Cysticerkos, ospecificerad"
b70,Infektion med binnikemaskar
b700,Diphyllobothriasis
b701,Sparganos
b71,Andra bandmaskinfektioner
b710,Hymenolepiasis
b711,Dipylidiasis
b718,Andra specificerade bandmaskinfektioner
b719,"Bandmaskinfektion, ospecificerad"
b72,Dracontiasis
b729,Dracontiasis
b73,Onchocerciasis
b739,Onchocerciasis
b74,Filariainfektion
b740,Filariainfektion orsakad av Wuchereria bancrofti
b741,Filariainfektion orsakad av Brugia malayi
b742,Filariainfektion orsakad av Brugia timori
b743,Loiasis
b744,"Infektion med Mansonella ozzardi, Mansonella perstans eller Mansonella streptocerca"
b748,Andra specificerade filariainfektioner
b749,"Filariainfektion, ospecificerad"
b75,Trikinos (sjukdom orsakad av trikiner)
b759,Trikinos
b76,Hakmasksjukdom
b760,Hakmaskinfektion orsakad av Ancylostoma-arter
b761,Hakmaskinfektion orsakad av Necator americanus
b768,Andra specificerade hakmasksjukdomar
b769,"Hakmasksjukdom, ospecificerad"
b77,Spolmaskinfektion
b770,Spolmaskinfektion med tarmkomplikationer
b778,Spolmaskinfektion med andra komplikationer
b779,"Spolmaskinfektion, ospecificerad"
b78,Strongyloidesinfektion
b780,Intestinal strongyloidesinfektion
b781,Kutan strongyloidesinfektion
b787,Disseminerad strongyloidesinfektion
b789,"Strongyloidesinfektion, ospecificerad"
b79,Piskmaskinfektion
b799,Piskmaskinfektion
b80,Springmaskinfektion
b809,Springmaskinfektion
b81,Andra tarmmaskinfektioner som ej klassificeras annorstädes
b810,Anisakiasis
b811,Intestinal capillariasis
b812,Trichostrongyliasis
b813,Intestinal angiostrongyliasis
b814,Blandad tarmmasksjukdom
b818,Andra specificerade tarmmasksjukdomar
b82,Infektion med icke specificerade tarmparasiter
b820,Icke specificerad tarmmasksjukdom
b829,"Sjukdom orsakad av tarmparasit, ospecificerad"
b83,Andra masksjukdomar
b830,Visceral larva migrans
b831,Gnathostomiasis
b832,Angiostrongyliasis orsakad av Angiostrongylus (Parastrongylus) cantonensis
b833,Syngamiasis
b834,Inre hirudiniasis
b838,Andra specificerade masksjukdomar
b839,"Masksjukdom, ospecificerad"
b85,Lusangrepp
b850,Huvudlöss
b851,Kroppslöss
b852,Icke specificerat lusangrepp
b853,Flatlöss
b854,Blandat lusangrepp
b86,Skabb
b869,Skabb
b87,Infestation av fluglarver
b870,Kutan myiasis
b871,Myiasis i sår
b872,Okulär myiasis
b873,Nasofaryngeal myiasis
b874,Myiasis i öra
b878,Myiasis med annan lokalisation
b879,"Myiasis, ospecificerad"
b88,Andra infestationer
b880,Annan akarinos
b880a,Dermatit orsakad av Demodex-arter
b880b,Dermatit orsakad av Dermanyssus gallinae
b880c,Dermatit orsakad av Liponyssoides sanguineus
b880d,Dermatit orsakad av Cheyletiella-arter
b880e,Scabies animalis
b880f,Trombiculosis
b880w,Annan och icke specificerad akarinos
b881,Infestation med sandloppa
b882,Annan artropodinfestation
b883,Yttre hirudiniasis
b888,Andra specificerade infestationer
b889,"Infestation, ospecificerad"
b89,Icke specificerade parasitsjukdomar
b899,Icke specificerade parasitsjukdomar
b90,Sena effekter av tuberkulos
b900,Sena effekter av tuberkulos i centrala nervsystemet
b901,Sena effekter av tuberkulos i urin- och könsorganen
b902,Sena effekter av tuberkulos i skelett och leder
b908,Sena effekter av tuberkulos i andra organ
b909,Sena effekter av tuberkulos i andningsorganen och icke specificerad tuberkulos
b91,Sena effekter av polio
b919,Sena effekter av polio
b92,Sena effekter av lepra
b929,Sena effekter av lepra
b94,Sena effekter av andra och icke specificerade infektionssjukdomar och parasitsjukdomar
b940,Sena effekter av trakom
b941,Sena effekter av virusencefalit
b942,Sena effekter av virushepatit
b948,Sena effekter av andra specificerade infektionssjukdomar och parasitsjukdomar
b949,Sena effekter av icke specificerad infektionssjukdom eller parasitsjukdom
b95,Streptokocker och stafylokocker som orsak till sjukdomar som klassificeras i andra kapitel
b950,Streptokocker grupp A som orsak till sjukdomar som klassificeras i andra kapitel
b951,Streptokocker grupp B som orsak till sjukdomar som klassificeras i andra kapitel
b952,Streptokocker grupp D som orsak till sjukdomar som klassificeras i andra kapitel
b953,Pneumokocker som orsak till sjukdomar som klassificeras i andra kapitel
b954,Andra specificerade streptokocker som orsak till sjukdomar som klassificeras i andra kapitel
b955,Icke specificerade streptokocker som orsak till sjukdomar som klassificeras i andra kapitel
b956,Staphylococcus aureus som orsak till sjukdomar som klassificeras i andra kapitel
b956x,"Staphylococcus aureus, annan eller UNS, som orsak till sjukdom som klassificeras under andra kapitel"
b957,Andra specificerade stafylokocker som orsak till sjukdomar som klassificeras i andra kapitel
b958,Icke specificerade stafylokocker som orsak till sjukdomar som klassificeras i andra kapitel
b96,Andra bakterier som orsak till sjukdomar som klassificeras under andra kapitel
b960,Mycoplasma pneumoniae som orsak till sjukdomar som klassificeras i andra kapitel
b961,Klebsiella pneumoniae som orsak till sjukdomar som klassificeras i andra kapitel
b962,Escherichia coli som orsak till sjukdomar som klassificeras i andra kapitel
b963,Haemophilus influenzae som orsak till sjukdomar som klassificeras i andra kapitel
b964,Proteus som orsak till sjukdomar som klassificeras i andra kapitel
b965,Pseudomonas (aeruginosa) som orsak till sjukdomar som klassificeras i andra kapitel
b966,Bacteroides fragilis som orsak till sjukdomar som klassificeras i andra kapitel
b967,Clostridium perfringens som orsak till sjukdomar som klassificeras i andra kapitel
b968,Andra specificerade bakterier som orsak till sjukdomar som klassificeras i andra kapitel
b968a,Helicobacter pylori som orsak till sjukdomar som klassificeras i andra kapitel
b968w,Andra specificerade bakterier som orsak till sjukdomar som klassificeras i andra kapitel
b97,Virus som orsak till sjukdomar som klassificeras i andra kapitel
b970,Adenovirus som orsak till sjukdomar som klassificeras i andra kapitel
b971,Enterovirus som orsak till sjukdomar som klassificeras i andra kapitel
b972,Coronavirus som orsak till sjukdomar som klassificeras i andra kapitel
b973,Retrovirus som orsak till sjukdomar som klassificeras i andra kapitel
b974,Respiratoriskt syncytialvirus som orsak till sjukdomar som klassificeras i andra kapitel
b975,Reovirus som orsak till sjukdomar som klassificeras i andra kapitel
b976,Parvovirus som orsak till sjukdomar som klassificeras i andra kapitel
b977,Papillomvirus som orsak till sjukdomar som klassificeras i andra kapitel
b978,Andra virus som orsak till sjukdomar som klassificeras i andra kapitel
b99,Andra och icke specificerade infektionssjukdomar
b999,Andra och icke specificerade infektionssjukdomar
c00,Malign tumör i läpp
c000,Malign tumör på överläppens yttersida
c001,Malign tumör på underläppens yttersida
